"","age","renta","clients3clusters.cluster"
"3180",27,82097.52,2
"3181",20,110388.366726524,1
"3182",26,110388.366726524,1
"3183",50,53525.94,4
"3184",48,119635.95,1
"3185",50,279238.8,3
"3186",39,170549.22,3
"3187",23,46901.52,4
"3188",64,98032.92,2
"3189",77,184591.08,3
"3190",52,110388.366726524,1
"3191",43,65962.92,2
"3192",41,110388.366726524,1
"3193",50,143771.73,1
"3194",63,91641.48,2
"3195",38,110388.366726524,1
"3196",46,110388.366726524,1
"3197",69,120158.4,1
"3198",48,83589.72,2
"3199",62,110388.366726524,1
"3200",26,59108.7,4
"3201",24,110388.366726524,1
"3202",23,241144.83,3
"3203",51,110388.366726524,1
"3204",51,110388.366726524,1
"3205",50,42172.71,4
"3206",25,92612.55,2
"3207",45,95687.13,2
"3208",21,110388.366726524,1
"3209",20,126137.94,1
"3210",13,126424.08,1
"3211",33,110388.366726524,1
"3212",49,178144.23,3
"3213",71,29152.62,4
"3214",46,200659.65,3
"3215",38,79263.21,2
"3216",26,125861.76,1
"3217",82,212790.45,3
"3218",41,120995.82,1
"3219",46,78528.15,2
"3220",41,224410.59,3
"3221",33,58978.23,4
"3222",46,52044.81,4
"3223",44,74689.83,2
"3224",21,54217.14,4
"3225",40,250564.74,3
"3226",21,94778.49,2
"3227",34,76274.79,2
"3228",18,184734.27,3
"3229",29,74167.5,2
"3230",44,85929.9,2
"3231",67,146571.66,1
"3232",40,60703.83,4
"3233",53,180576.57,3
"3234",54,176846.73,3
"3235",5,93747.54,2
"3236",38,110388.366726524,1
"3237",47,162933.42,1
"3238",35,60817.14,4
"3239",54,213658.14,3
"3240",46,116134.65,1
"3241",41,110388.366726524,1
"3242",24,75494.49,2
"3243",49,88180.2,2
"3244",22,94679.37,2
"3245",36,136643.61,1
"3246",66,76399.56,2
"3247",25,110388.366726524,1
"3248",47,85506.84,2
"3249",65,139725.87,1
"3250",31,59630.7,4
"3251",42,56515.8,4
"3252",21,137845.29,1
"3253",43,167949.96,3
"3254",64,110388.366726524,1
"3255",36,175084.92,3
"3256",44,75148.47,2
"3257",59,110388.366726524,1
"3258",50,122310.63,1
"3259",23,110388.366726524,1
"3260",46,80045.16,2
"3261",46,110388.366726524,1
"3262",23,58546.59,4
"3263",24,97510.02,2
"3264",25,110388.366726524,1
"3265",45,107814.24,1
"3266",21,46465.98,4
"3267",20,91422.63,2
"3268",25,137044.23,1
"3269",28,84645.78,2
"3270",61,269922.45,3
"3271",24,68930.85,2
"3272",30,79151.76,2
"3273",91,89258.73,2
"3274",22,96383.4,2
"3275",40,98008.53,2
"3276",57,274579.32,3
"3277",39,110388.366726524,1
"3278",25,69546.69,2
"3279",55,106698,1
"3280",22,90884.07,2
"3281",81,86267.79,2
"3282",77,273773.46,3
"3283",37,80243.67,2
"3284",22,110388.366726524,1
"3285",58,110388.366726524,1
"3286",48,112502.37,1
"3287",41,25030.62,4
"3288",56,239415.21,3
"3289",48,110388.366726524,1
"3290",50,110388.366726524,1
"3291",70,124563.75,1
"3292",85,43363.29,4
"3293",26,65776.05,2
"3294",23,51556.29,4
"3295",39,103004.46,1
"3296",63,279333.6,3
"3297",52,200985.9,3
"3298",34,70880.37,2
"3299",49,110388.366726524,1
"3300",92,110388.366726524,1
"3301",45,88931.34,2
"3302",24,70410.15,2
"3303",55,191381.1,3
"3304",81,110388.366726524,1
"3305",33,110244.15,1
"3306",23,25819.95,4
"3307",21,106615.95,1
"3308",77,110388.366726524,1
"3309",74,127473.39,1
"3310",44,104438.58,1
"3311",22,214048.65,3
"3312",42,105260.88,1
"3313",80,94043.85,2
"3314",24,180652.95,3
"3315",59,262053.3,3
"3316",65,186390.03,3
"3317",54,125240.73,1
"3318",58,110388.366726524,1
"3319",24,211521.93,3
"3320",23,103807.29,1
"3321",24,152564.25,1
"3322",21,153580.44,1
"3323",24,77724.21,2
"3324",58,110388.366726524,1
"3325",23,87893.82,2
"3326",44,129672.48,1
"3327",60,56506.89,4
"3328",33,110388.366726524,1
"3329",74,201441.09,3
"3330",24,46126.5,4
"3331",19,98263.05,2
"3332",63,110388.366726524,1
"3333",23,206924.25,3
"3334",50,110388.366726524,1
"3335",42,57196.08,4
"3336",21,110388.366726524,1
"3337",23,39798.69,4
"3338",22,17148.39,4
"3339",25,109066.26,1
"3340",27,57484.2,4
"3341",42,77629.74,2
"3342",50,70449.75,2
"3343",77,190149.21,3
"3344",55,110388.366726524,1
"3345",47,151044,1
"3346",23,65955.96,2
"3347",46,88199.28,2
"3348",28,110388.366726524,1
"3349",41,130657.5,1
"3350",41,77686.02,2
"3351",40,57916.83,4
"3352",22,85705.11,2
"3353",53,199200.09,3
"3354",14,124068.78,1
"3355",54,110388.366726524,1
"3356",25,110388.366726524,1
"3357",23,51878.7,4
"3358",25,110388.366726524,1
"3359",36,80221.65,2
"3360",49,145060.05,1
"3361",50,122379.27,1
"3362",91,70107.21,2
"3363",50,138059.07,1
"3364",40,106251.09,1
"3365",43,224837.49,3
"3366",87,96520.98,2
"3367",47,110388.366726524,1
"3368",69,242564.1,3
"3369",43,103979.16,1
"3370",23,110388.366726524,1
"3371",24,86713.2,2
"3372",47,141991.26,1
"3373",48,110388.366726524,1
"3374",21,104417.49,1
"3375",41,67838.22,2
"3376",25,19873.53,4
"3377",38,110388.366726524,1
"3378",26,42913.47,4
"3379",57,275474.37,3
"3380",69,193140.36,3
"3381",35,180990.9,3
"3382",48,90712.47,2
"3383",55,156344.1,1
"3384",23,53397.81,4
"3385",74,151237.92,1
"3386",39,208817.79,3
"3387",24,52034.49,4
"3388",54,82844.01,2
"3389",25,79749.9,2
"3390",24,88031.25,2
"3391",39,56052.51,4
"3392",43,158398.68,1
"3393",46,122052.21,1
"3394",25,110388.366726524,1
"3395",21,115573.5,1
"3396",39,152090.46,1
"3397",21,94109.22,2
"3398",25,58531.98,4
"3399",39,123188.04,1
"3400",23,100985.31,1
"3401",52,110388.366726524,1
"3402",46,114459.18,1
"3403",52,101225.01,1
"3404",41,131160.51,1
"3405",55,93175.5,2
"3406",22,120512.7,1
"3407",58,135263.28,1
"3408",22,60878.13,4
"3409",30,117963.87,1
"3410",43,122856.81,1
"3411",28,110388.366726524,1
"3412",21,113409.27,1
"3413",42,110388.366726524,1
"3414",24,110388.366726524,1
"3415",43,43514.58,4
"3416",55,110388.366726524,1
"3417",45,50656.68,4
"3418",57,47198.28,4
"3419",70,84024.9,2
"3420",31,71455.68,2
"3421",52,115213.23,1
"3422",40,58330.56,4
"3423",45,91954.68,2
"3424",21,123905.34,1
"3425",25,85290.18,2
"3426",30,209863.05,3
"3427",73,110388.366726524,1
"3428",23,153237.3,1
"3429",62,220321.08,3
"3430",21,69500.07,2
"3431",35,110388.366726524,1
"3432",55,81459.45,2
"3433",27,109398.3,1
"3434",49,171439.2,3
"3435",60,243475.53,3
"3436",52,157053.99,1
"3437",29,39846.45,4
"3438",33,110388.366726524,1
"3439",40,81893.67,2
"3440",66,110388.366726524,1
"3441",40,110388.366726524,1
"3442",48,184788.15,3
"3443",40,110210.19,1
"3444",43,135515.22,1
"3445",47,64861.02,4
"3446",41,157730.52,1
"3447",22,110388.366726524,1
"3448",29,239929.14,3
"3449",84,81600.63,2
"3450",26,110388.366726524,1
"3451",23,123147.78,1
"3452",4,38794.32,4
"3453",48,139185.18,1
"3454",51,110388.366726524,1
"3455",58,45877.95,4
"3456",32,52361.43,4
"3457",23,73548.78,2
"3458",52,88732.65,2
"3459",55,284326.8,3
"3460",23,110388.366726524,1
"3461",80,63894.45,4
"3462",76,110388.366726524,1
"3463",30,106874.16,1
"3464",21,61181.37,4
"3465",42,40720.26,4
"3466",40,90032.49,2
"3467",22,29251.86,4
"3468",22,70085.73,2
"3469",20,90061.92,2
"3470",22,233338.98,3
"3471",48,110388.366726524,1
"3472",65,110388.366726524,1
"3473",48,225222.06,3
"3474",28,84039.75,2
"3475",25,110388.366726524,1
"3476",23,125193.09,1
"3477",50,122216.46,1
"3478",59,123951.09,1
"3479",26,75711.69,2
"3480",53,67993.23,2
"3481",40,84336.51,2
"3482",63,246427.89,3
"3483",28,122468.94,1
"3484",44,71720.13,2
"3485",67,81884.49,2
"3486",23,71747.46,2
"3487",22,90897.36,2
"3488",26,15761.61,4
"3489",24,94452.24,2
"3490",20,110388.366726524,1
"3491",44,110388.366726524,1
"3492",26,101899.5,1
"3493",29,90235.74,2
"3494",79,52377.21,4
"3495",38,110388.366726524,1
"3496",25,142345.53,1
"3497",20,85534.62,2
"3498",23,116890.65,1
"3499",43,70449.63,2
"3500",85,148623.54,1
"3501",42,236342.52,3
"3502",45,82518.3,2
"3503",39,47679.51,4
"3504",28,39687.96,4
"3505",62,253658.7,3
"3506",68,19427.34,4
"3507",21,167542.59,3
"3508",22,110388.366726524,1
"3509",40,65616.39,2
"3510",27,80289.18,2
"3511",41,58034.58,4
"3512",24,95500.89,2
"3513",39,62014.14,4
"3514",22,98646.78,2
"3515",45,141990.21,1
"3516",45,285349.77,3
"3517",25,53620.77,4
"3518",58,144369.18,1
"3519",41,100511.46,1
"3520",46,114853.56,1
"3521",46,61831.74,4
"3522",26,54803.7,4
"3523",60,202840.8,3
"3524",60,110388.366726524,1
"3525",27,110388.366726524,1
"3526",22,80721.33,2
"3527",24,196549.77,3
"3528",52,161047.89,1
"3529",21,237828.93,3
"3530",20,110388.366726524,1
"3531",37,124198.8,1
"3532",38,154595.79,1
"3533",27,63553.56,4
"3534",50,226506.39,3
"3535",23,158847.63,1
"3536",24,110388.366726524,1
"3537",54,110388.366726524,1
"3538",31,73761.03,2
"3539",20,125904.18,1
"3540",23,110388.366726524,1
"3541",71,236223.15,3
"3542",51,132085.05,1
"3543",69,144518.97,1
"3544",37,67809.72,2
"3545",45,110388.366726524,1
"3546",23,95485.62,2
"3547",67,110388.366726524,1
"3548",84,259380.45,3
"3549",25,212390.37,3
"3550",22,73514.34,2
"3551",52,66979.77,2
"3552",65,65985.39,2
"3553",58,91673.25,2
"3554",41,43161.03,4
"3555",32,110388.366726524,1
"3556",22,41521.14,4
"3557",47,72600.39,2
"3558",20,211667.22,3
"3559",39,152934.6,1
"3560",27,110388.366726524,1
"3561",37,110388.366726524,1
"3562",40,49882.71,4
"3563",25,59562.3,4
"3564",41,167157.93,3
"3565",42,76305.78,2
"3566",22,239440.11,3
"3567",37,95188.29,2
"3568",41,110388.366726524,1
"3569",21,53434.59,4
"3570",24,173219.28,3
"3571",59,89402.91,2
"3572",59,110388.366726524,1
"3573",41,112386.84,1
"3574",40,88273.5,2
"3575",20,110388.366726524,1
"3576",44,145598.19,1
"3577",89,63716.76,4
"3578",23,61117.89,4
"3579",28,110388.366726524,1
"3580",27,110388.366726524,1
"3581",60,76779.72,2
"3582",23,110388.366726524,1
"3583",45,201312.84,3
"3584",75,110388.366726524,1
"3585",36,144879.36,1
"3586",25,74525.73,2
"3587",41,182083.59,3
"3588",85,131859.24,1
"3589",24,133973.76,1
"3590",22,110388.366726524,1
"3591",25,27895.83,4
"3592",30,110388.366726524,1
"3593",45,110388.366726524,1
"3594",23,45799.05,4
"3595",24,155856.57,1
"3596",21,110388.366726524,1
"3597",59,274509.57,3
"3598",71,144930.93,1
"3599",22,150947.37,1
"3600",75,196806.75,3
"3601",61,31343.7,4
"3602",22,110388.366726524,1
"3603",45,44908.35,4
"3604",48,95465.52,2
"3605",12,138061.59,1
"3606",42,82971.3,2
"3607",21,130063.56,1
"3608",25,253838.34,3
"3609",53,96396.87,2
"3610",31,110388.366726524,1
"3611",24,110388.366726524,1
"3612",32,110388.366726524,1
"3613",27,66850.38,2
"3614",28,110388.366726524,1
"3615",46,138432.42,1
"3616",37,224784.24,3
"3617",58,206891.88,3
"3618",57,88653.66,2
"3619",58,110388.366726524,1
"3620",26,66102.69,2
"3621",58,110388.366726524,1
"3622",49,56350.32,4
"3623",45,107992.65,1
"3624",61,68777.52,2
"3625",56,124885.77,1
"3626",90,43767.72,4
"3627",40,73620.72,2
"3628",33,110388.366726524,1
"3629",33,34059.69,4
"3630",57,140343.03,1
"3631",31,110388.366726524,1
"3632",9,110388.366726524,1
"3633",21,106218.84,1
"3634",23,134074.77,1
"3635",22,58349.22,4
"3636",22,87436.47,2
"3637",38,110388.366726524,1
"3638",60,64809.9,4
"3639",48,74896.47,2
"3640",53,86067.96,2
"3641",23,110388.366726524,1
"3642",53,172726.5,3
"3643",51,63880.62,4
"3644",23,104540.4,1
"3645",23,110388.366726524,1
"3646",45,58782.69,4
"3647",36,54815.64,4
"3648",73,75732.54,2
"3649",59,94218.84,2
"3650",22,110388.366726524,1
"3651",24,71772.12,2
"3652",21,110388.366726524,1
"3653",42,66126.78,2
"3654",65,269795.91,3
"3655",71,200232.33,3
"3656",44,132758.64,1
"3657",47,180551.22,3
"3658",72,110388.366726524,1
"3659",46,110388.366726524,1
"3660",61,85629.45,2
"3661",28,235179.51,3
"3662",40,160888.95,1
"3663",27,156777,1
"3664",68,147176.94,1
"3665",67,183044.7,3
"3666",41,110388.366726524,1
"3667",65,171189.45,3
"3668",22,232783.23,3
"3669",30,125608.02,1
"3670",38,70450.74,2
"3671",36,73489.26,2
"3672",72,100010.7,2
"3673",22,179561.43,3
"3674",26,57458.19,4
"3675",48,201631.95,3
"3676",57,24009.45,4
"3677",49,110388.366726524,1
"3678",22,55935.51,4
"3679",33,110388.366726524,1
"3680",67,122635.05,1
"3681",34,110388.366726524,1
"3682",45,56176.95,4
"3683",46,55578.36,4
"3684",43,64712.85,4
"3685",24,252506.52,3
"3686",37,130449.93,1
"3687",30,101435.16,1
"3688",45,192317.07,3
"3689",35,156296.7,1
"3690",31,68977.14,2
"3691",19,109822.95,1
"3692",22,246659.31,3
"3693",55,48293.16,4
"3694",24,52719.63,4
"3695",22,75801.51,2
"3696",21,222082.17,3
"3697",21,110388.366726524,1
"3698",28,110388.366726524,1
"3699",58,110388.366726524,1
"3700",20,110388.366726524,1
"3701",34,110388.366726524,1
"3702",21,131835.03,1
"3703",65,207098.49,3
"3704",96,124990.2,1
"3705",42,77978.01,2
"3706",29,92964.45,2
"3707",46,182426.43,3
"3708",44,110388.366726524,1
"3709",34,250034.19,3
"3710",55,110388.366726524,1
"3711",28,86220.03,2
"3712",31,136357.53,1
"3713",21,92677.8,2
"3714",45,267655.89,3
"3715",26,89553.69,2
"3716",24,100239.84,1
"3717",39,138890.52,1
"3718",56,66994.2,2
"3719",28,101175.72,1
"3720",50,105524.19,1
"3721",22,251266.77,3
"3722",21,110388.366726524,1
"3723",23,63779.04,4
"3724",36,110388.366726524,1
"3725",49,117518.4,1
"3726",75,259182.36,3
"3727",42,170108.1,3
"3728",23,136339.17,1
"3729",21,46602.42,4
"3730",42,82115.31,2
"3731",37,110388.366726524,1
"3732",25,124178.04,1
"3733",87,110388.366726524,1
"3734",47,39953.85,4
"3735",21,83498.61,2
"3736",27,99607.74,2
"3737",36,50878.23,4
"3738",35,49769.58,4
"3739",47,153090.48,1
"3740",21,100360.05,1
"3741",44,67664.64,2
"3742",75,97740.48,2
"3743",17,73473.3,2
"3744",56,110388.366726524,1
"3745",46,110388.366726524,1
"3746",72,212424.18,3
"3747",48,96096.66,2
"3748",45,112365.87,1
"3749",25,22817.4,4
"3750",40,75782.1,2
"3751",24,106134.12,1
"3752",41,174236.04,3
"3753",20,110388.366726524,1
"3754",106,103151.91,1
"3755",60,80139.99,2
"3756",21,213250.26,3
"3757",59,117926.19,1
"3758",21,75918.93,2
"3759",26,128330.58,1
"3760",38,109925.85,1
"3761",51,101516.7,1
"3762",47,88296.93,2
"3763",22,161575.14,1
"3764",22,69216,2
"3765",24,43010.88,4
"3766",29,122989.32,1
"3767",43,134766.9,1
"3768",55,124109.7,1
"3769",20,77918.4,2
"3770",28,110388.366726524,1
"3771",26,110388.366726524,1
"3772",42,102234.45,1
"3773",49,79709.55,2
"3774",50,170735.67,3
"3775",52,57577.35,4
"3776",31,89320.5,2
"3777",21,48793.2,4
"3778",24,63162.87,4
"3779",47,65973.75,2
"3780",23,235452.15,3
"3781",23,73852.92,2
"3782",26,63163.83,4
"3783",21,52157.07,4
"3784",35,110388.366726524,1
"3785",23,110388.366726524,1
"3786",28,114365.79,1
"3787",35,110388.366726524,1
"3788",19,223174.77,3
"3789",28,99613.92,2
"3790",20,110388.366726524,1
"3791",57,202149.72,3
"3792",23,123208.89,1
"3793",88,110388.366726524,1
"3794",76,174417.63,3
"3795",26,44326.08,4
"3796",88,139449.84,1
"3797",42,110388.366726524,1
"3798",65,25542.63,4
"3799",26,84484.35,2
"3800",59,161162.61,1
"3801",25,90086.28,2
"3802",44,110388.366726524,1
"3803",24,90799.86,2
"3804",92,215050.83,3
"3805",29,60782.07,4
"3806",21,172747.56,3
"3807",45,110388.366726524,1
"3808",26,101466.39,1
"3809",58,144319.41,1
"3810",27,29032.08,4
"3811",22,99676.65,2
"3812",29,133658.64,1
"3813",24,110388.366726524,1
"3814",48,118287.63,1
"3815",26,66080.37,2
"3816",59,116928.12,1
"3817",22,112479.66,1
"3818",54,215519.76,3
"3819",72,110388.366726524,1
"3820",60,147401.49,1
"3821",40,60984.72,4
"3822",43,103589.01,1
"3823",45,110879.22,1
"3824",36,42242.22,4
"3825",26,110388.366726524,1
"3826",30,110388.366726524,1
"3827",25,183647.13,3
"3828",49,122224.77,1
"3829",45,106407.54,1
"3830",21,43305.69,4
"3831",25,38567.7,4
"3832",37,122003.25,1
"3833",25,51807.24,4
"3834",55,39850.44,4
"3835",74,48238.62,4
"3836",24,110388.366726524,1
"3837",58,267207.45,3
"3838",58,54139.41,4
"3839",45,100368.75,1
"3840",68,110388.366726524,1
"3841",53,43569.6,4
"3842",51,110388.366726524,1
"3843",20,102532.53,1
"3844",21,231888.09,3
"3845",47,89816.04,2
"3846",42,110656.89,1
"3847",40,110388.366726524,1
"3848",33,138561.9,1
"3849",40,88655.31,2
"3850",31,173461.74,3
"3851",25,51571.47,4
"3852",89,153767.4,1
"3853",35,149483.22,1
"3854",26,233278.29,3
"3855",76,109812.48,1
"3856",29,66380.85,2
"3857",40,138639.78,1
"3858",57,172953.78,3
"3859",32,108358.29,1
"3860",43,153845.55,1
"3861",47,75979.38,2
"3862",37,110388.366726524,1
"3863",83,278941.92,3
"3864",36,187115.67,3
"3865",46,86855.04,2
"3866",24,91063.05,2
"3867",37,92593.23,2
"3868",27,18249.3,4
"3869",55,110388.366726524,1
"3870",63,248925.6,3
"3871",41,110388.366726524,1
"3872",48,80997.33,2
"3873",70,110388.366726524,1
"3874",34,39758.7,4
"3875",23,110388.366726524,1
"3876",42,77638.62,2
"3877",65,91405.59,2
"3878",23,27536.76,4
"3879",40,110388.366726524,1
"3880",21,83692.47,2
"3881",48,78456.21,2
"3882",33,152053.92,1
"3883",34,110388.366726524,1
"3884",27,131932.38,1
"3885",57,110388.366726524,1
"3886",79,110388.366726524,1
"3887",47,130591.26,1
"3888",22,110388.366726524,1
"3889",35,87697.86,2
"3890",47,53345.34,4
"3891",52,188532.69,3
"3892",31,106939.8,1
"3893",45,77113.5,2
"3894",28,110388.366726524,1
"3895",33,83018.31,2
"3896",44,122264.25,1
"3897",36,110388.366726524,1
"3898",41,110388.366726524,1
"3899",47,269292.42,3
"3900",41,159934.08,1
"3901",22,77526.06,2
"3902",36,110388.366726524,1
"3903",44,110388.366726524,1
"3904",45,110388.366726524,1
"3905",25,24624,4
"3906",47,110388.366726524,1
"3907",24,87304.38,2
"3908",36,183489.6,3
"3909",64,229233.09,3
"3910",51,110388.366726524,1
"3911",59,107061.96,1
"3912",21,32819.55,4
"3913",45,110388.366726524,1
"3914",75,110388.366726524,1
"3915",38,107000.22,1
"3916",21,130325.31,1
"3917",81,84919.74,2
"3918",46,110388.366726524,1
"3919",24,63513.72,4
"3920",66,110388.366726524,1
"3921",58,65172.03,4
"3922",37,58281.72,4
"3923",36,75799.53,2
"3924",40,42852.06,4
"3925",44,54686.46,4
"3926",21,33519.72,4
"3927",30,110388.366726524,1
"3928",22,106271.25,1
"3929",21,110388.366726524,1
"3930",22,110388.366726524,1
"3931",25,73166.04,2
"3932",58,110388.366726524,1
"3933",21,104076.36,1
"3934",52,161184.45,1
"3935",25,50827.56,4
"3936",33,85907.49,2
"3937",22,65069.22,4
"3938",30,110388.366726524,1
"3939",24,60931.65,4
"3940",44,94153.83,2
"3941",44,110388.366726524,1
"3942",86,39909.66,4
"3943",25,125505.66,1
"3944",63,116800.11,1
"3945",21,110388.366726524,1
"3946",45,110388.366726524,1
"3947",22,144481.71,1
"3948",46,67242.36,2
"3949",24,211574.49,3
"3950",48,183913.95,3
"3951",22,146549.01,1
"3952",25,110388.366726524,1
"3953",53,70191.18,2
"3954",39,71292.81,2
"3955",52,67556.01,2
"3956",53,109306.05,1
"3957",21,110388.366726524,1
"3958",41,117200.82,1
"3959",39,110388.366726524,1
"3960",21,36835.26,4
"3961",44,248900.82,3
"3962",23,44700.81,4
"3963",47,59257.8,4
"3964",37,110388.366726524,1
"3965",40,112612.5,1
"3966",32,130823.07,1
"3967",30,95764.26,2
"3968",20,110388.366726524,1
"3969",21,151542.21,1
"3970",47,110388.366726524,1
"3971",88,131541.75,1
"3972",45,65357.04,2
"3973",26,163958.34,3
"3974",68,110388.366726524,1
"3975",23,83586.09,2
"3976",50,66157.08,2
"3977",38,110388.366726524,1
"3978",25,110388.366726524,1
"3979",23,57117.45,4
"3980",42,98833.59,2
"3981",43,80331.21,2
"3982",40,89795.49,2
"3983",23,94395.66,2
"3984",29,110388.366726524,1
"3985",48,54878.13,4
"3986",58,110388.366726524,1
"3987",23,84984.96,2
"3988",35,88894.77,2
"3989",39,110388.366726524,1
"3990",68,199781.61,3
"3991",54,63377.55,4
"3992",22,93043.59,2
"3993",15,110388.366726524,1
"3994",35,178059.96,3
"3995",45,172407.87,3
"3996",34,110388.366726524,1
"3997",24,154524.6,1
"3998",24,83095.92,2
"3999",39,110388.366726524,1
"4000",52,110388.366726524,1
"4001",38,74522.43,2
"4002",37,90883.68,2
"4003",26,63329.28,4
"4004",29,79600.44,2
"4005",28,98566.56,2
"4006",34,71103.3,2
"4007",38,43009.83,4
"4008",48,105590.22,1
"4009",39,113904.42,1
"4010",22,33960.84,4
"4011",59,121190.01,1
"4012",52,110388.366726524,1
"4013",44,110388.366726524,1
"4014",21,62262.54,4
"4015",29,131888.25,1
"4016",44,73991.4,2
"4017",83,45331.02,4
"4018",21,54395.88,4
"4019",24,84182.46,2
"4020",70,106482.69,1
"4021",27,155901.03,1
"4022",37,95563.2,2
"4023",12,113712.33,1
"4024",50,146504.04,1
"4025",45,247511.88,3
"4026",52,53434.56,4
"4027",20,110388.366726524,1
"4028",25,28943.37,4
"4029",21,236690.34,3
"4030",62,261882.42,3
"4031",39,158296.14,1
"4032",21,22211.73,4
"4033",23,110388.366726524,1
"4034",61,44524.65,4
"4035",73,84044.43,2
"4036",23,41627.7,4
"4037",20,110388.366726524,1
"4038",35,55516.98,4
"4039",37,128152.38,1
"4040",54,185220.81,3
"4041",22,74416.59,2
"4042",38,50286.45,4
"4043",23,206214.57,3
"4044",42,110388.366726524,1
"4045",35,60324.39,4
"4046",41,110388.366726524,1
"4047",26,227267.49,3
"4048",22,125549.37,1
"4049",25,237207.03,3
"4050",22,283255.62,3
"4051",58,110388.366726524,1
"4052",29,110388.366726524,1
"4053",61,267071.25,3
"4054",77,125481.9,1
"4055",20,110388.366726524,1
"4056",20,110388.366726524,1
"4057",25,47647.29,4
"4058",22,137254.35,1
"4059",23,127761.87,1
"4060",44,184835.52,3
"4061",43,194286.27,3
"4062",24,51933.48,4
"4063",26,86751.78,2
"4064",39,135970.05,1
"4065",51,129214.68,1
"4066",23,110388.366726524,1
"4067",23,48344.34,4
"4068",40,110388.366726524,1
"4069",39,110388.366726524,1
"4070",67,110388.366726524,1
"4071",21,110388.366726524,1
"4072",63,147701.37,1
"4073",25,57329.91,4
"4074",36,59252.55,4
"4075",49,110388.366726524,1
"4076",21,110388.366726524,1
"4077",46,62547.48,4
"4078",66,89171.43,2
"4079",42,210311.91,3
"4080",81,147530.58,1
"4081",80,87705.81,2
"4082",33,105245.85,1
"4083",45,55385.67,4
"4084",70,125603.85,1
"4085",21,200095.05,3
"4086",45,145936.98,1
"4087",74,110388.366726524,1
"4088",40,186610.89,3
"4089",44,147001.98,1
"4090",22,128393.01,1
"4091",48,197000.88,3
"4092",34,110388.366726524,1
"4093",24,213493.77,3
"4094",68,110388.366726524,1
"4095",44,120581.28,1
"4096",76,48311.46,4
"4097",24,82594.35,2
"4098",48,64093.68,4
"4099",28,110388.366726524,1
"4100",24,110388.366726524,1
"4101",25,50135.1,4
"4102",23,128028.69,1
"4103",49,70126.53,2
"4104",45,110388.366726524,1
"4105",30,220514.43,3
"4106",24,110388.366726524,1
"4107",46,90959.94,2
"4108",63,110388.366726524,1
"4109",43,140935.17,1
"4110",22,71061.57,2
"4111",57,48357.3,4
"4112",41,110388.366726524,1
"4113",25,110388.366726524,1
"4114",22,87394.26,2
"4115",58,146727.42,1
"4116",24,95369.43,2
"4117",32,110388.366726524,1
"4118",43,110388.366726524,1
"4119",44,272075.43,3
"4120",37,95711.94,2
"4121",50,93828.42,2
"4122",28,110388.366726524,1
"4123",44,195856.2,3
"4124",40,167996.01,3
"4125",20,126491.55,1
"4126",24,121269.87,1
"4127",51,154898.37,1
"4128",38,110388.366726524,1
"4129",48,166727.28,3
"4130",47,110388.366726524,1
"4131",46,189535.77,3
"4132",21,110388.366726524,1
"4133",44,226877.64,3
"4134",61,122509.98,1
"4135",32,150137.76,1
"4136",25,110388.366726524,1
"4137",26,96406.35,2
"4138",21,65762.64,2
"4139",76,120296.19,1
"4140",39,105034.38,1
"4141",21,73540.98,2
"4142",26,110388.366726524,1
"4143",21,133952.85,1
"4144",45,141301.2,1
"4145",21,110388.366726524,1
"4146",21,71676.18,2
"4147",40,110388.366726524,1
"4148",55,107512.32,1
"4149",20,68030.04,2
"4150",23,110388.366726524,1
"4151",39,174538.8,3
"4152",51,128919.18,1
"4153",37,106357.2,1
"4154",46,72379.77,2
"4155",89,94276.89,2
"4156",52,61024.44,4
"4157",39,47625.24,4
"4158",22,94705.08,2
"4159",40,52789.5,4
"4160",23,110388.366726524,1
"4161",52,74970.48,2
"4162",24,118580.22,1
"4163",42,102917.85,1
"4164",51,46171.14,4
"4165",75,54520.08,4
"4166",36,119326.47,1
"4167",34,110388.366726524,1
"4168",25,158963.28,1
"4169",25,110388.366726524,1
"4170",23,143286.66,1
"4171",24,168995.91,3
"4172",20,110388.366726524,1
"4173",23,110111.76,1
"4174",46,92386.83,2
"4175",41,105800.31,1
"4176",29,68654.31,2
"4177",43,46596.18,4
"4178",28,110388.366726524,1
"4179",20,110388.366726524,1
"4180",80,48206.22,4
"4181",49,110388.366726524,1
"4182",47,190724.97,3
"4183",22,58163.34,4
"4184",47,98271.51,2
"4185",55,88368.48,2
"4186",78,110388.366726524,1
"4187",51,110388.366726524,1
"4188",62,255392.82,3
"4189",41,110388.366726524,1
"4190",49,87632.91,2
"4191",32,98057.34,2
"4192",43,90035.13,2
"4193",21,110388.366726524,1
"4194",66,116936.7,1
"4195",22,110388.366726524,1
"4196",55,59597.76,4
"4197",25,154736.25,1
"4198",38,53518.2,4
"4199",58,209049.75,3
"4200",23,37710.33,4
"4201",53,63189.27,4
"4202",37,88055.73,2
"4203",40,78260.01,2
"4204",34,110388.366726524,1
"4205",55,257939.25,3
"4206",27,110388.366726524,1
"4207",37,61619.34,4
"4208",21,158797.77,1
"4209",32,134237.31,1
"4210",29,27240.72,4
"4211",12,217361.58,3
"4212",30,110388.366726524,1
"4213",44,107482.11,1
"4214",59,206999.67,3
"4215",80,164837.79,3
"4216",68,148952.04,1
"4217",26,110388.366726524,1
